City,Country,AvgTemp,Precipitation,AvgSunHours
East Jose,Lao People's Democratic Republic,27.54566020555633,7.8821010911311,6.898867750107196
Christopherburgh,Netherlands Antilles,24.811357849546532,171.5463699334165,0.877337136204678
Lake Peter,Sao Tome and Principe,40.65203882084241,178.34167819910613,5.4366668227116834
South Amy,Australia,19.8550139158634,24.512722449313152,10.788731250503687
New Gabrielhaven,Brunei Darussalam,-1.3196276500652822,92.3137504411829,6.991668887650203
East Gregoryside,Bulgaria,-4.8275764054418175,78.63692551677283,11.719955512063088
North Martin,Jersey,22.196250753841653,25.230777160112304,3.454569874385307
Michaelfort,Azerbaijan,18.30677368473836,172.8785322021214,7.798961201742135
Ashleyshire,Holy See (Vatican City State),11.12012854562618,172.81349366522852,11.217058747144883
Lake Autumnbury,Iceland,31.143678116518963,148.16367274437687,4.192851031863395
North Cynthia,Saint Vincent and the Grenadines,-2.6289054383529304,33.31316051288758,6.402966570577771
West Heathermouth,Samoa,12.007631839230957,52.72592851581914,10.16614165363028
East Richard,Mali,12.183946737435292,38.46084482336127,3.9760162194985447
Cindyfort,Martinique,10.086664365654068,166.49371124768058,0.10744244646019085
East Maureenmouth,Honduras,16.06210993414448,93.52371995646635,11.882706221329428
Lake Amber,Montenegro,21.110439939970696,30.08924671639386,4.873470919084719
East Teresa,Marshall Islands,19.482290618347417,2.0190349530129437,1.3136999671108858
Port Kelseyland,Japan,23.1105070699387,55.70212242458423,8.832329608704788
Lake Monicatown,Wallis and Futuna,14.495074692179076,194.82611189766126,3.900713949704465
North Sabrina,Lao People's Democratic Republic,4.682144814191636,6.338173099331024,2.021480771082165
Davistown,Spain,20.823349582675494,182.29030539998848,1.4218861967608243
South Mary,Fiji,23.4449855672679,11.588084012540921,8.370883378598798
New Jonville,Dominica,11.150586247936314,134.35404961491284,11.919146576925712
South Michael,Kenya,1.449170558113753,69.93938600043546,4.702976186630921
Gutierrezmouth,Suriname,21.306875165803127,91.0996855600511,9.164863298993344
Port Erin,Malta,18.171112119478924,44.22776035544997,7.8508838400457215
East Jonathan,Mexico,15.09540022013349,67.70517193428933,5.051538112380202
Brandonshire,South Africa,23.56830297805826,61.62122735024109,0.5872072872568252
Schultzside,Andorra,33.019857740201616,141.780054915033,4.913147452470472
Hillberg,United States Minor Outlying Islands,5.047605741922377,174.25071629655648,0.35118820743532986
Hobbsshire,Cocos (Keeling) Islands,47.118474715250485,81.8633166657497,11.426899727493762
East Nathaniel,China,13.338987495814541,163.24422045716526,4.912658496590746
Nicoleville,Bouvet Island (Bouvetoya),32.766364956602246,2.3098481278409633,6.950882247948006
Danielshire,Malawi,11.65910687877447,157.5395346504772,11.288818560797488
West Kellyport,Rwanda,12.714664437124801,105.1907617919984,6.912295378141147
Chambersstad,Kuwait,14.18908150261572,166.74578097627202,2.0679471343641125
Lake Melissa,El Salvador,-2.2715697090854086,44.808125635428084,11.419362946400994
Dawnshire,Djibouti,19.43460018000369,75.34857905139442,2.2552784446728356
Denisehaven,Brazil,7.952407469677202,139.5417160875884,1.5377537222351516
Josephside,Cameroon,20.324918454188136,169.6840784130672,4.349417253048154
East Erik,Azerbaijan,19.588414824469808,95.6633148251226,5.218210032307031
Floydview,Costa Rica,21.06908861345643,169.27200777671197,11.728470073286184
West Tinaton,Syrian Arab Republic,3.831214273568131,109.66386757403663,6.6486589589276885
East Miguelview,Sri Lanka,10.794709733836235,198.27420521203416,9.670087218548758
West Tammy,Kenya,10.917763442063428,180.94223473343106,9.227804772256182
Millerborough,Congo,24.159150647721276,77.12558148343534,4.826714968894544
South Annettemouth,Thailand,15.19782674458749,191.09652646394179,0.8957908394954264
Port Stephanie,Israel,5.340451067054628,153.06836291965024,1.4367747586526627
South Nichole,American Samoa,14.968613341589364,105.10054397278476,11.91260725271061
Reyesfurt,Philippines,3.907236471906568,198.20864051915763,10.319343157298011
Perrytown,Bosnia and Herzegovina,26.99396986236689,138.99666574406004,4.148619123776219
Lisaside,Christmas Island,5.830666367770009,38.92137849799842,9.993363401206283
Lake Sandra,Egypt,11.749020777694714,22.807351773212204,10.798408630510238
Mistyhaven,Anguilla,8.445403128645587,52.423152848252094,11.08074113715873
Rushmouth,Christmas Island,25.403012451730856,147.10044669231948,10.502471906687678
South Adam,Peru,6.531585037151531,110.08936399107507,2.234638801061031
Port Christopher,Heard Island and McDonald Islands,14.798899388566555,79.4302667077631,9.521580555800131
Smithland,Cocos (Keeling) Islands,25.483228280743965,151.6859041426154,0.6676218908291291
Moorestad,Wallis and Futuna,28.84784188965712,4.757485494077351,9.678324554602526
North Shawn,Bolivia,17.87673442773068,162.71501599024577,6.9229043779730155
Christopherview,Oman,18.54245431252386,149.65359625793974,8.819235060703745
Cruzmouth,Brazil,19.986133000202596,36.040541463258016,6.5964667400294426
Mcdonaldchester,Mauritius,12.56788554632135,77.80462890649656,7.170227916292056
Port Calebville,Suriname,13.627390211869058,7.520036312962519,0.44425648766473946
Saraport,Bahrain,20.234652605699438,2.3575478361448576,0.37746935403687454
Willisland,Australia,2.343958887088565,199.25357432696887,9.745567246677641
Josephfort,Liberia,19.806742089670628,97.63933161108737,3.492676408544873
Kimberlyside,Bahrain,45.03123295365933,74.40495279438399,9.686571102823137
South Alexport,Ethiopia,13.48727869459009,39.23441891279567,8.442049477555937
Johnsonport,Comoros,7.756047516587557,161.43844901770925,6.779371976582196
Jessicastad,South Africa,15.387897491738828,141.15054390602958,1.2595312137037609
Lake Seth,Chile,13.80181386564006,0.3112395859264261,0.7925088489831635
Jacquelinemouth,Niger,23.208486026308798,154.24533460804724,4.607777869846119
East Jane,Fiji,4.925028128564541,22.296549030141975,11.103022742066539
East Richardmouth,British Virgin Islands,8.322070829126545,189.72653603680664,2.715159781454103
Stephanietown,Seychelles,15.483032706616616,66.54721679110114,5.066888975032543
New Daniel,Bouvet Island (Bouvetoya),16.750379387371456,90.22055506530222,7.70025354926036
East Timothyhaven,Saint Vincent and the Grenadines,17.08315911997891,0.9961811347506844,5.960422311339046
South Meredith,Northern Mariana Islands,-4.19059625490053,164.87853768889437,0.3011514481519608
Odonnellton,Saint Lucia,24.76651079062217,61.63365084604744,8.343438057200306
Port Raymond,Bolivia,33.91318057577895,111.2893752338894,11.020892094150089
North Darlenefurt,Monaco,19.273438515683495,185.32015941193487,7.196331578200585
West Derricktown,Guyana,1.714052802096397,31.24447664311272,6.96495219797557
Lake Mistybury,Ireland,13.530656758279978,173.46592258618432,10.023578899742928
South Curtisshire,Bulgaria,1.4372737771051636,100.04778616851095,9.994060843594339
Coxshire,Iran,11.330371175452864,184.89123481132413,2.241078333228369
South Josetown,Swaziland,16.919582690535393,164.47101003728517,5.067589765762932
New Andrew,Liberia,28.8299246214861,88.59600613181777,9.831237384202225
Maryside,Vietnam,4.351885840536946,17.742354142948802,8.818007602313026
Emilychester,Northern Mariana Islands,12.291496279870307,6.039490976405126,10.132656414841408
East Alfredbury,Poland,42.610263400926996,174.84616196681515,1.5533197070188929
Donovanstad,Kenya,21.004489968531992,94.85698349167376,5.2736047321166
New Kevinshire,United States Virgin Islands,28.1116560178326,132.7389815855503,8.507438609516122
Andersonport,New Zealand,24.766030967009534,176.32968284177048,8.761935052940665
Jonestown,Romania,13.81339792853318,60.93179829693942,0.8616590103880357
Johnview,Argentina,10.551099679342018,179.15260367826951,8.54328427811787
Wallsborough,Russian Federation,4.021300943307441,5.50648788553767,7.514741510451476
West Stevenland,Bahrain,10.736496645266627,55.98513574682651,4.186956944785546
West Erin,Israel,12.259756978273622,162.35327901992477,3.649303190084471
North Diane,Aruba,13.931330341599182,170.64406366472932,0.34811219634023205
Christineview,Gambia,25.883152620444825,188.96707907151728,4.703877775666189
New Kimton,Afghanistan,-14.813720102953187,60.602254492780695,3.683941291659602
Jeffreyfort,Bermuda,3.4540397557757974,156.0471171232273,5.178016454017839
Annberg,Indonesia,14.651797263873997,197.02606052976702,8.504947397311165
Mcphersonmouth,Samoa,17.65198612673626,105.40120302235097,1.7457828954583565
Amyshire,Tuvalu,10.966881909403106,50.5192579276043,5.759549182217967
Robinsonburgh,Senegal,6.589223202449343,7.792463079436329,9.514239459398887
South Mitchellmouth,Spain,25.309700854433526,151.93061255676182,2.9836150887058133
South Stephanie,Reunion,19.036042771801462,27.769076887693387,10.364212626372586
East Taylorhaven,Italy,16.645698437604064,77.38852128619256,11.19551356788159
Port Maria,Isle of Man,10.009208210116487,61.85557633065078,1.354075309002193
West Andrew,Korea,23.270534087506512,83.37013459073037,1.3884059330898424
Williamsstad,Spain,-16.26201477842517,181.1997989865126,7.742423955342133
Pamelatown,Japan,17.744820100366777,85.1895522443724,6.206279864029929
Stacyton,Niue,23.1013307703968,182.54886252472457,10.842930888362751
Timothyhaven,Cayman Islands,22.581609883470456,161.0801719401427,9.623422863092
Brandymouth,Belarus,7.8187280103950405,57.67566641370085,6.02271074189089
Granttown,Guinea-Bissau,1.1912913978106374,63.61780381026645,0.8242861065155602
South Jesus,Madagascar,9.923400046297765,73.96884492028511,1.186445740795711
East James,Bahamas,15.838778779422915,121.12943832402041,5.381892130118798
Tylerberg,Netherlands Antilles,6.146608365296814,134.81250342826215,3.65485942792025
Lake Eric,Luxembourg,21.123282158263883,194.44596714124071,11.317553154880716
Port Mark,New Caledonia,13.373862080203041,185.3032126994123,7.990149867258683
Johnsonland,Holy See (Vatican City State),17.67746063272888,122.3743442851399,3.246366950452915
South Kimberly,Christmas Island,0.8734778028449153,9.247755899822184,4.283503468137635
Martinezhaven,Tajikistan,10.557589048916169,109.06152407854022,0.9693926389532477
Port Tammyview,Lebanon,2.3749838366789433,80.7280442545552,2.996256533954955
East Laura,Vanuatu,30.032956658821607,108.9557450863831,3.8252568049253926
Patriciaside,Eritrea,21.110239048058894,8.035274651983393,7.703380134549508
Kimberlyville,Kuwait,10.366085182000894,199.15244148543545,2.0706448162701294
Lake David,Rwanda,12.386561675637125,11.391674083920167,8.126204393113618
Perkinsland,Georgia,33.70757505051742,54.53598686665862,1.4117922692277314
West Amyville,Andorra,21.762051767091677,14.424805787599503,10.72951332834402
Ashleymouth,Brazil,11.111891586832895,109.52222120085413,7.517238690257097
Cindyburgh,Bangladesh,4.593043880090146,70.36365931083127,6.929671441070333
Shelleyland,Aruba,-9.245372136115545,75.05996857054325,2.247260277236405
Harrismouth,Cyprus,19.552400012675218,157.83350417158778,8.890447808326048
Youngshire,Ireland,10.800882872805147,180.80402311386374,2.832625942578929
Wilsonburgh,Liberia,35.08749477528038,33.13939662317284,9.57651865175995
Lake Stevenfurt,Singapore,21.38930723307947,55.7953880119914,9.34745504590073
New Kevin,Botswana,11.853344106355557,94.54572403931695,11.272749033757997
Samuelborough,Suriname,14.468493088984614,22.57633402839765,9.392318778386102
East Kurt,Dominica,13.918691371588693,77.30761641032053,4.379342224082958
South Lisatown,Madagascar,6.057631461655969,60.41760912297689,6.127826956549705
Wileyview,Madagascar,12.279976658485639,184.39526740668651,7.522428494329174
Benjaminville,Eritrea,26.744161580630895,39.706824087099555,3.210216780391945
Colemouth,Norfolk Island,9.847888984501685,144.24227961467614,9.600619419186808
South Brookebury,Anguilla,-0.05209107690563819,43.178641750691085,3.9491765081302286
Edwardstown,Falkland Islands (Malvinas),1.0273751991446396,125.13167575241175,1.5616329373068925
Port Samanthabury,Sudan,14.488397175419493,116.39814562809615,0.7142571394588777
Glassmouth,Denmark,14.5876066710071,91.74485854190164,7.920112571775804
North Derrick,Trinidad and Tobago,12.645586350837984,163.38146043638557,3.1765364301227477
New Robert,Spain,2.243230620959819,44.54343887563801,10.21890838100483
Port Davidburgh,Ethiopia,16.774501901918498,95.4560448049813,9.269182182787933
East James,Montserrat,13.011513396354022,196.4835202846383,1.3824954177508255
Charleschester,Antarctica (the territory South of 60 deg S),23.69819566863279,36.6523578576468,6.663374736010311
New Nicholas,Saint Kitts and Nevis,19.15062341430174,109.08649096807427,11.608486752212748
Camachoburgh,Jersey,3.1321058422914376,58.62115666169429,9.950771101768572
North Triciamouth,Zimbabwe,2.3337933632322816,24.76121190021687,10.466874770725322
Simmonsview,Bangladesh,30.865522075844396,170.31859617850841,3.1530803944990717
Mackville,El Salvador,15.610986744531528,115.53576831432633,8.70574090999619
Jeremymouth,Saint Vincent and the Grenadines,13.229051921688306,115.76585270205922,4.078579847428252
Rebeccahaven,Nicaragua,9.145679953009582,109.06694745293531,9.936751952222787
Wallaceshire,Chad,10.614652108501083,36.89362136403502,1.231826597529503
Jamieland,Iraq,15.175962080877797,113.72663311723501,8.22136917961847
Morrisland,Ireland,28.314624931483912,18.277802887083027,7.738851835407463
Lake Angelaton,Greece,30.840754960073642,136.52837408395942,3.135817722173158
South Scott,Pakistan,11.763362388137306,10.291433611905099,7.585937706169508
Taylorborough,Nigeria,38.41121656314164,37.83022339433788,10.93057148389645
New Tina,Greece,8.864429897911968,58.84355941883297,7.381989958446334
West Eric,Mexico,24.249237208164455,55.78624353197581,2.2085161242371627
West Chelsea,San Marino,12.76218540234303,162.4204577920645,3.6739489623235766
Cantubury,Sweden,23.911208775592453,57.550128920349806,4.218701205751618
North Aimeemouth,Cote d'Ivoire,16.451560387458485,14.79158042437614,3.734032181257955
South Cathy,Serbia,17.448153041637685,13.596538716978657,8.212889780027421
West Danielle,Thailand,18.776126629015494,29.882703876987684,11.400033364454393
Jameschester,El Salvador,35.296990294590394,78.83838009248471,6.046921959992846
Bakerborough,United States Minor Outlying Islands,21.32407654508836,39.362846747207115,9.483084626040487
Lake Kimberlyview,Serbia,18.589432153638604,47.00447189749954,11.332620871242241
Christopherstad,Jersey,19.49687574341015,36.79513109906536,4.493332986453192
Lake Derrick,Uruguay,11.941543618031394,59.747079442904095,0.5553443730236669
Denisestad,Solomon Islands,26.09408535287217,100.9717457246208,9.039619255311557
South John,Czech Republic,19.87280526441328,194.26941433685292,8.819883942743223
Porterchester,Iceland,11.961491857477949,158.39808837525655,3.639018932660654
South Juliaberg,Guyana,0.4268278287727938,34.50414069203087,3.2295586059504746
New Matthewton,Palestinian Territory,5.794763277447677,160.57013808216644,8.439937887013063
Carolynmouth,Bulgaria,21.826651457213842,142.01860597949724,1.87686158645685
Lake Michelle,Aruba,11.445270795913464,181.1596819796823,10.121378702647565
Port Rebekah,Faroe Islands,18.927389098902804,86.94134670488454,10.32754834434314
Lake Barbaraville,Portugal,11.18923737403553,173.41973651279096,6.796181146388716
New Melissa,Turks and Caicos Islands,-2.0638213813043933,139.61805050554713,2.6256598187693805
Gonzalezton,Tanzania,13.397445370081284,54.61851522258865,11.388036672216192
Port Susanfurt,Belize,-1.1697062394086295,77.95522969795586,2.82337894239559
Markmouth,Argentina,21.162632998818903,167.6957179320937,3.7080124842838154
Riceland,Bolivia,39.06586589041261,161.54245596172447,5.301984592943409
Bushborough,Sudan,18.15202413920491,49.10119454368078,6.248759381286586
Mccannview,United Kingdom,27.60789582110332,167.2547781232227,5.466207865561943
Lake Gerald,Norfolk Island,18.310032839592715,189.15141439072306,0.0024833817847711437
North Michaelmouth,Netherlands Antilles,1.9977896758962288,175.55389172549658,10.346357516330613
Phillipshaven,Saint Kitts and Nevis,20.52773550555223,76.25760554259806,0.2848634569082793
South Anthony,Zambia,7.35439835511542,108.23235911590798,10.578607318829702
South Staceyland,Bosnia and Herzegovina,-1.0307610784076253,169.19212846029993,9.87381294054034
Gilltown,South Africa,17.82604442119456,143.28008550891397,11.240389294371973
Lake Laura,Hong Kong,16.884255970445537,141.82098802563166,3.767561402192095
Brendaville,Sierra Leone,3.947453892220542,57.05029222084899,2.1564839964729434
Parkerbury,Lebanon,14.74374788935795,122.16037798813511,0.6514383148904659
West Bradley,French Polynesia,0.3822974978983247,10.892223149789393,8.252912363101794
South Johnathanbury,Israel,38.06931174653565,59.42947991236191,1.8787062184072774
Wilsonburgh,Nigeria,16.014108053866025,40.55777323812957,2.0139778166902516
Robertside,Chad,9.112195545515128,77.40291485936888,2.764715061995829
Isaacbury,Canada,14.517710707688712,147.64591724957543,3.343428706877199
South Johnny,Venezuela,22.60492696169411,52.10822555459671,2.5631590105556974
Rebeccahaven,Netherlands,22.12606159972792,35.78301826219506,7.289006822836075
Patricialand,Chad,3.7111669472200877,168.40713506448162,6.133391320397942
Moralesfort,Cook Islands,18.887622974694892,183.01959278928058,7.8082390979451874
Billmouth,Northern Mariana Islands,12.824171546396537,89.24331926589453,7.704578585647134
New Ronald,Saint Vincent and the Grenadines,29.92403242407658,48.89955437116855,10.261869074211004
Port Kelseyfurt,Djibouti,13.796110773131147,50.47318036048416,0.44071985565346283
Andersonton,Gibraltar,10.991492610853845,83.23597754806298,6.6925399208074
Alyssaview,Nigeria,10.001134700968848,160.48858751388872,4.631299078408772
Jasonmouth,Barbados,5.907319048333973,112.29633616740027,9.471175981816785
Vargasfort,Liechtenstein,0.6515472693179589,115.46718937189135,2.7426569783526817
East Shelly,Solomon Islands,2.535937676570679,195.63146312755734,7.307420627590082
Rhodesborough,Colombia,19.905832538363455,15.535039372391225,3.235121088275646
Lake Joshuaburgh,Lithuania,10.415122548311283,95.00267866217766,2.8160542179657706
North Davidport,Reunion,-2.6244222553433154,95.88045902311619,3.934043820761078
Port Brian,Sudan,2.1512432261177867,110.7947951537548,0.7629088999977633
Smithmouth,Iran,16.869234525327702,33.58804747257227,8.956634734460858
Kurtside,Niger,31.68062350073039,33.784429679803665,10.575720725647336
Port Joyce,Christmas Island,29.857335411021303,83.0897121901627,0.20382131405142667
Lake Yvette,Turks and Caicos Islands,1.9071795365295507,121.24345125829532,7.829308981691881
Kerrishire,Georgia,10.998624100656528,60.56050500681898,6.754807955078587
Evansmouth,Estonia,8.097384070068472,99.50384082328641,10.86472680261221
New Adrianbury,South Georgia and the South Sandwich Islands,12.148157757840735,197.35145486638004,8.224322720821885
Lake Rickeychester,Ghana,20.61169799038208,6.086203477965402,5.023019701108033
West Alejandra,Martinique,12.775515164540401,93.17345716510029,6.938352528328095
Collinsside,New Caledonia,16.025903280250557,94.78093946851709,1.5265738118386416
North Isabellaview,Reunion,1.3675295424476523,138.36127774410915,1.945801442821681
Lake Neil,Malawi,9.494968370500938,53.28002305748327,2.686043355970331
Castillomouth,Djibouti,24.41857028550279,159.9868134938619,5.797081129933675
Erinhaven,Uzbekistan,19.167126511821955,80.19868400529715,3.2018893283442087
South Gabrielland,Togo,30.58805150300859,19.032478523765217,1.2065326631648885
West Kimberly,Liberia,10.375720114512802,126.0120998123917,6.222101353453464
Port Gabriela,Benin,11.479451559488414,5.2786288799019365,8.373957252323565
New Courtneyshire,Guam,21.923726434327868,143.3604387256832,1.1572689883886755
Mitchellchester,Nauru,1.5404082015839542,2.4280595521115833,8.747433833583994
Victorfort,Myanmar,1.032218957103419,119.3340404719583,0.28401801254256087
Matthewsfort,Congo,2.476930675736204,174.17839589737204,8.387287481029444
Olsonbury,Sri Lanka,26.92994935969743,139.6816854523887,11.437023058637077
Zimmermanstad,United States Virgin Islands,6.42153645658502,124.8687509478038,5.481202327667818
Rodriguezton,Nicaragua,17.45980409081173,86.35822505746864,0.7906890883931634
South Tracy,Gabon,26.848936216596904,67.23910338135151,3.3921847041176947
Parkerburgh,Zambia,-1.6761713743731583,74.05910418883586,1.7701657595825462
Foxbury,Congo,18.219023820642505,75.00528399634898,6.01123888227454
Harveyborough,Sao Tome and Principe,16.42588441771739,105.9767258859205,2.1696413672075923
North Lauren,Trinidad and Tobago,23.878026552667947,28.6660162134041,11.956580378271857
Mcphersonstad,Suriname,28.8439160867663,176.37638702678248,5.034789648754222
Marquezfort,North Macedonia,-5.635306349987111,125.17510886112294,4.648094242873338
West Matthewville,Malawi,19.181311413349242,74.8872455658195,0.7699690394127265
Fisherview,Comoros,-1.7800230403172854,196.4424328229051,7.183082618119705
East Michaelberg,Israel,43.65601646335971,174.5055073250561,1.491639871742314
South Leslie,Taiwan,8.244850488463108,121.36323790706427,3.1408975831204806
New Alyssa,Afghanistan,2.8602535527379445,74.34976369070776,3.589670981869568
Dianastad,French Guiana,-2.235435580793734,73.81877119976845,1.1773919016965717
Lake Sharon,Saint Lucia,14.884409591243172,13.341345270214333,9.960166064730068
Scottside,Mauritania,2.165541428374718,68.5041941574169,1.3263481265944015
North Julie,Mauritania,21.6091517054344,49.13684568664263,5.796060374263716
Barnettland,United Kingdom,13.842959534245841,121.7102244530831,3.46875095608878
West Elizabeth,Malta,18.00710713064602,144.0326971123007,2.8385347891301365
South Roberthaven,Cocos (Keeling) Islands,5.381326098858979,58.484962114341975,2.679550234875923
South Michael,Saint Pierre and Miquelon,21.788420969065772,109.2294998837644,8.038372511716194
New Tara,Finland,19.106647893678563,157.4159286327417,9.525570060555122
Danielbury,Gabon,22.691630827124975,128.3807620542269,4.906960300174184
Port Kelsey,French Southern Territories,-3.603491960221728,148.73226250143745,3.8223396405832126
East Tammyton,Zimbabwe,12.39731685144742,43.61593754453021,8.772427335405734
Williamsonport,Angola,8.445189857103887,127.00997860401442,3.2299707753995444
Schmidtmouth,San Marino,23.151290764504182,54.75686261825008,10.445528867295664
Parkermouth,Qatar,3.9552264356235263,46.150117656485804,3.526530432001071
Heatherfurt,Slovakia (Slovak Republic),14.741555216809667,54.18745583073654,0.6150307624320872
Port Jay,Iraq,8.15305260998407,73.3051023049333,5.644111510131307
Alejandroport,Burkina Faso,22.430288435789965,94.18808330759096,3.5988642869733534
West Deannashire,Norway,15.927735264058093,45.85228851384527,5.591445152630406
Brianport,Romania,-3.108327894744253,69.99269905835506,3.504317369780383
Gomezborough,Trinidad and Tobago,29.64235468396426,179.29934302272568,11.844175552722044
North Ryan,Cyprus,36.09736963376724,26.925381504253142,11.694432747182548
Garzaburgh,Guernsey,20.11302493264927,43.14481199827513,7.410422467935614
Ryanshire,Northern Mariana Islands,24.214703398827808,12.138538588542191,10.878721407353936
East Christina,Tuvalu,7.038883733348609,141.7762259502517,3.7552315903696303
Richardsonburgh,Eritrea,16.55784288111025,105.88214275423104,9.454714718995408
North Manuel,Zambia,31.264905331919433,94.864068139301,9.180630380584635
Tylerport,Turkey,31.83974664253784,6.883035148994243,4.263774163480258
Roberthaven,Croatia,13.982222742863787,192.26853310278744,8.657660765530826
Youngside,Bolivia,14.729997327903396,168.81547293397935,1.123409126383577
Wilsonport,Madagascar,9.439026061411264,164.0748216235324,2.7909742333501346
North Danielleport,Haiti,11.650580202831822,175.0434951074953,2.5188211547153645
South Keithshire,Austria,19.30564469877088,155.4050321856866,7.509256056066116
Jenniferborough,Slovenia,11.85148300172707,27.887513474361782,2.42114607272551
Castanedaport,Turks and Caicos Islands,20.32333295236015,194.2984861957373,3.402686401770078
South Joseph,Anguilla,19.808635841212777,186.74369458803187,3.2683126841697057
Douglasport,Martinique,21.366700660953477,139.2154222757946,11.320193880464153
New Donald,Guatemala,26.908731459201803,58.4021353056152,11.375996806765297
East Jenniferfurt,Cook Islands,27.183773615339415,0.22222167812258053,9.979759151163575
Rogerside,Kazakhstan,14.128229146172803,97.17235388274761,5.418263546000722
Jacobston,Madagascar,16.331706263187826,118.96069450744722,5.880791607514963
Lucasburgh,United Arab Emirates,15.532641729023139,198.7962646325105,4.494927552003576
Kellyshire,Eritrea,2.055204859017385,26.58300740994335,5.529954448791124
Bretthaven,Ireland,8.729042755247313,17.764019498558483,1.698046192821073
